Stimulus_ID,Angle,Proximity,n_candidates,Candidates,Actor,path,label,annotator,list_id,Site,HeadTarget,face_x_min,face_y_min,face_x_max,face_y_max,option1_x,option1_y,option2_x,option2_y,option3_x,option3_y,option4_x,option4_y,DistEyeHead
216,front,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/front/IMG_1319.jpeg,doll,annotator2,6,Site0,-1,0.432742095,0.35746339,0.538909909,0.491233983,0.890518084,0.700492944,0.602150538,0.754093426,0.203323558,0.771055604,0.078201369,0.653677332,
217,front,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/front/IMG_1320.jpeg,coffee,annotator2,2,Site0,-1,0.407139879,0.33083266,0.509771167,0.468621951,0.88856305,0.694298893,0.579667644,0.7376956,0.188660802,0.746243436,0.053763441,0.631833936,
218,front,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/front/IMG_1321.jpeg,coffee,annotator2,14,Site0,-1,0.42253448,0.34714824,0.521747045,0.483870878,0.884652981,0.69279479,0.595307918,0.744337221,0.188660802,0.760648117,0.078201369,0.644514538,
219,front,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/front/IMG_1322.jpeg,remote,annotator2,1,Site0,-1,0.424489514,0.376953909,0.52370208,0.509684802,0.810361681,0.703019763,0.613880743,0.770349498,0.219941349,0.774471727,0.099706745,0.655614133,
220,front,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/front/IMG_1323.jpeg,remote,annotator2,8,Site0,-1,0.411236718,0.331414898,0.517404533,0.48495407,0.810361681,0.689069581,0.602150538,0.739616102,0.211143695,0.755611837,0.099706745,0.641722207,
221,front,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/front/IMG_1324.jpeg,soccer,annotator2,6,Site0,-1,0.390276415,0.328413972,0.489488981,0.470163109,0.884652981,0.68427391,0.594330401,0.733538339,0.188660802,0.733538339,0.078201369,0.618795871,
222,front,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/front/IMG_1325.jpeg,soccer,annotator2,8,Site0,-1,0.389298898,0.321475894,0.488511464,0.4668434,0.890518084,0.68897779,0.602150538,0.731186028,0.188660802,0.739499772,0.078201369,0.612235541,
223,left,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/left/IMG_1310.jpeg,doll,annotator2,17,Site0,-1,0.690033338,0.190276391,0.819253074,0.389630161,0.272727273,0.798625927,0.203323558,0.633745826,0.250244379,0.462726573,0.42228739,0.37414737,
224,left,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/left/IMG_1311.jpeg,doll,annotator2,3,Site0,-1,0.713860584,0.171889259,0.863852026,0.383077917,0.284457478,0.816354231,0.203323558,0.63332403,0.250244379,0.460513789,0.440860215,0.36667597,
225,left,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/left/IMG_1312.jpeg,coffee,annotator2,2,Site0,-1,0.693432145,0.189568849,0.84274577,0.393031346,0.251373036,0.832844575,0.204664252,0.660801564,0.251373036,0.481915934,0.44112747,0.359726295,
226,left,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/left/IMG_1313.jpeg,coffee,annotator2,18,Site0,-1,0.685145753,0.161272249,0.814365489,0.363919065,0.250244379,0.80799708,0.165200391,0.638767915,0.234604106,0.451165298,0.42228739,0.346726728,
227,left,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/left/IMG_1314.jpeg,remote,annotator2,6,Site0,-1,0.676545266,0.185517671,0.801460599,0.348079902,0.250244379,0.76971021,0.203323558,0.623674225,0.250244379,0.444780143,0.440860215,0.339816779,
228,left,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/left/IMG_1315.jpeg,remote,annotator2,6,Site0,-1,0.645105767,0.228956636,0.74101349,0.396468228,0.272727273,0.787498579,0.203323558,0.639614369,0.250244379,0.482000935,0.42228739,0.382762847,
229,left,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/left/IMG_1316.jpeg,soccer,annotator2,12,Site0,-1,0.698257247,0.256923995,0.780728894,0.399967501,0.277716012,0.832844575,0.226088764,0.671554252,0.255726629,0.500488759,0.44215836,0.399804497,
230,left,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/left/IMG_1317.jpeg,soccer,annotator2,5,Site0,-1,0.647871268,0.20511843,0.72456275,0.384776789,0.265884653,0.816645528,0.188660802,0.652975593,0.250244379,0.477216401,0.42228739,0.366553206,
231,right,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/right/IMG_1326.jpeg,doll,annotator2,12,Site0,-1,0.264249582,0.267357101,0.406327153,0.430133303,0.810361681,0.500456963,0.832844575,0.62383701,0.744868035,0.830384347,0.335288368,0.865113545,
232,right,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/right/IMG_1327.jpeg,doll,annotator2,0,Site0,-1,0.310120012,0.216243711,0.409332578,0.405449011,0.827956989,0.469753475,0.852394917,0.587128049,0.744868035,0.787567705,0.359726295,0.838129059,
233,right,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/right/IMG_1328.jpeg,coffee,annotator2,1,Site0,-1,0.272830701,0.235965038,0.397746034,0.39724909,0.827956989,0.448790039,0.849462366,0.571343791,0.721407625,0.778809786,0.335288368,0.827831287,
234,right,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/right/IMG_1329.jpeg,coffee,annotator2,16,Site0,-1,0.270865395,0.212811372,0.3860261,0.381402696,0.827956989,0.447204196,0.853372434,0.57112162,0.744868035,0.792776732,0.335288368,0.826810391,
235,right,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/right/IMG_1330.jpeg,remote,annotator2,5,Site0,-1,0.272830701,0.218970908,0.397746034,0.395888279,0.832844575,0.448909892,0.853372434,0.571176817,0.721407625,0.793003951,0.359726295,0.827064023,
236,right,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/right/IMG_1331.jpeg,remote,annotator2,5,Site0,-1,0.197675947,0.193077838,0.334093359,0.406328458,0.810361681,0.468571688,0.832844575,0.602728362,0.744868035,0.839144318,0.284457478,0.874794343,
237,right,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/right/IMG_1332.jpeg,soccer,annotator2,19,Site0,-1,0.249539958,0.234963643,0.399531401,0.422613227,0.849462366,0.472872973,0.866080156,0.592943421,0.744868035,0.817964335,0.359726295,0.833084317,
238,right,3,4,doll+coffee+remote+soccer,X,./stimuli/A_cropped/doll_coffee_remote_soccer_X/3/right/IMG_1333.jpeg,soccer,annotator2,5,Site0,-1,0.284992016,0.30584154,0.416865266,0.478622058,0.810361681,0.538903873,0.832844575,0.636387142,0.744868035,0.834931048,0.359726295,0.857289596,
239,front,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/front/IMG_1160.jpeg,doll,annotator2,5,Site0,-1,0.395401385,0.17406625,0.55898115,0.383118501,0.795582554,0.721407625,0.500465484,0.866080156,0.128078015,0.832844575,-1.0,-1.0,
240,front,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/front/IMG_1161.jpeg,doll,annotator2,15,Site0,-1,0.401631932,0.158948271,0.564146526,0.409966685,0.79365783,0.721407625,0.500462453,0.890518084,0.167496095,0.853372434,-1.0,-1.0,
241,front,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/front/IMG_1162.jpeg,remote,annotator2,15,Site0,-1,0.394108494,0.161628713,0.559710186,0.383825833,0.840705042,0.721407625,0.500471238,0.866080156,0.16117991,0.832844575,-1.0,-1.0,
242,front,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/front/IMG_1163.jpeg,remote,annotator2,8,Site0,-1,0.387431821,0.156190353,0.549029567,0.37748362,0.850048876,0.664591017,0.500488759,0.864591017,0.1485826,0.825649386,-1.0,-1.0,
243,front,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/front/IMG_1164.jpeg,coffee,annotator2,1,Site0,-1,0.389540645,0.14892099,0.550913716,0.37111811,0.852881127,0.721407625,0.500488079,0.866080156,0.149071189,0.832844575,-1.0,-1.0,
244,front,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/front/IMG_1165.jpeg,coffee,annotator2,15,Site0,-1,0.381566718,0.155793276,0.543164465,0.373640942,0.810361681,0.66819612,0.500488759,0.858914227,0.1485826,0.820578929,-1.0,-1.0,
245,left,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/left/IMG_1154.jpeg,doll,annotator2,2,Site0,-1,0.724675223,0.275209185,0.886272969,0.483720584,0.359726295,0.748209942,0.11827957,0.68605246,0.203323558,0.613815388,-1.0,-1.0,
246,left,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/left/IMG_1155.jpeg,doll,annotator2,15,Site0,-1,0.72789413,0.285426415,0.883054062,0.4924327,0.359726295,0.779804633,0.109481916,0.693889518,0.203323558,0.607200392,-1.0,-1.0,
247,left,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/left/IMG_1156.jpeg,remote,annotator2,7,Site0,-1,0.710974899,0.252435329,0.853052471,0.464908206,0.359726295,0.737962921,0.109481916,0.668708061,0.188660802,0.593816177,-1.0,-1.0,
248,left,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/left/IMG_1157.jpeg,remote,annotator2,4,Site0,-1,0.710974899,0.290711622,0.853052471,0.481321373,0.359726295,0.770462596,0.109481916,0.683882793,0.172043011,0.607629021,-1.0,-1.0,
249,left,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/left/IMG_1158.jpeg,coffee,annotator2,14,Site0,-1,0.708057432,0.264560705,0.869655178,0.471358438,0.359726295,0.74617001,0.109481916,0.684523374,0.172043011,0.597051797,-1.0,-1.0,
250,left,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/left/IMG_1159.jpeg,coffee,annotator2,18,Site0,-1,0.713860584,0.263355898,0.863852026,0.475168858,0.359726295,0.780859056,0.11827957,0.682702734,0.172043011,0.601043273,-1.0,-1.0,
251,right,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/right/IMG_1166.jpeg,doll,annotator2,3,Site0,-1,0.203658605,0.26947224,0.365256351,0.444051804,0.716520039,0.562594612,0.900293255,0.707752671,0.810361681,0.806828806,-1.0,-1.0,
252,right,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/right/IMG_1167.jpeg,doll,annotator2,0,Site0,-1,0.226877126,0.283452918,0.34203783,0.441278707,0.716520039,0.571215545,0.900293255,0.703314846,0.810361681,0.802204825,-1.0,-1.0,
253,right,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/right/IMG_1168.jpeg,remote,annotator2,18,Site0,-1,0.187786713,0.260588232,0.312702046,0.44189569,0.660801564,0.58335236,0.866080156,0.695020593,0.801564027,0.798712524,-1.0,-1.0,
254,right,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/right/IMG_1169.jpeg,remote,annotator2,9,Site0,-1,0.221012023,0.294058497,0.336172728,0.478855051,0.744868035,0.60721329,0.900293255,0.733812009,0.810361681,0.852498308,-1.0,-1.0,
255,right,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/right/IMG_1170.jpeg,coffee,annotator2,10,Site0,-1,0.179205593,0.263139603,0.321283165,0.471162169,0.660801564,0.606831187,0.890518084,0.727459759,0.788856305,0.814974606,-1.0,-1.0,
256,right,1,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/1/right/IMG_1171.jpeg,coffee,annotator2,8,Site0,-1,0.155698316,0.270056744,0.305689759,0.464358633,0.671554252,0.584366625,0.866080156,0.71602396,0.788856305,0.826495056,-1.0,-1.0,
257,front,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/front/IMG_1178.jpeg,doll,annotator2,0,Site0,-1,0.417719767,0.213409994,0.559797339,0.393978086,0.866080156,0.69124,0.439882698,0.816200353,0.109481916,0.749498543,-1.0,-1.0,
258,front,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/front/IMG_1179.jpeg,doll,annotator2,0,Site0,-1,0.420549847,0.236428667,0.556967259,0.417950711,0.849462366,0.73864281,0.42228739,0.84605373,0.109481916,0.755967152,-1.0,-1.0,
259,front,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/front/IMG_1180.jpeg,remote,annotator2,6,Site0,-1,0.432280052,0.203263745,0.568697465,0.387605646,0.866080156,0.708731604,0.439882698,0.812055831,0.134897361,0.725396802,-1.0,-1.0,
260,front,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/front/IMG_1181.jpeg,remote,annotator2,12,Site0,-1,0.429449973,0.201030437,0.571527544,0.387649566,0.853372434,0.705659999,0.42228739,0.80746375,0.11827957,0.726184949,-1.0,-1.0,
261,front,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/front/IMG_1182.jpeg,coffee,annotator2,13,Site0,-1,0.427002078,0.19993036,0.573975439,0.380303293,0.866080156,0.71415778,0.439882698,0.809054042,0.109481916,0.71415778,-1.0,-1.0,
262,front,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/front/IMG_1183.jpeg,coffee,annotator2,0,Site0,-1,0.410351535,0.192477128,0.549570264,0.377330226,0.853372434,0.719477104,0.407624633,0.82812046,0.109481916,0.719477104,-1.0,-1.0,
263,left,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/left/IMG_1172.jpeg,doll,annotator2,19,Site0,-1,0.681602519,0.259033009,0.831593962,0.446791236,0.272727273,0.740800376,0.105571848,0.624270922,0.250244379,0.519964837,-1.0,-1.0,
264,left,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/left/IMG_1173.jpeg,doll,annotator2,15,Site0,-1,0.698481752,0.282010919,0.830355002,0.471080308,0.332355816,0.775647336,0.1485826,0.644502348,0.265884653,0.549786523,-1.0,-1.0,
265,left,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/left/IMG_1174.jpeg,remote,annotator2,14,Site0,-1,0.687297954,0.258332586,0.812213287,0.441348253,0.31769306,0.756438747,0.1485826,0.622784643,0.265884653,0.519726057,-1.0,-1.0,
266,left,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/left/IMG_1175.jpeg,remote,annotator2,6,Site0,-1,0.632546725,0.291370346,0.74770743,0.459034755,0.250244379,0.747775694,0.1485826,0.627708177,0.250244379,0.531654164,-1.0,-1.0,
267,left,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/left/IMG_1176.jpeg,coffee,annotator2,14,Site0,-1,0.676534995,0.246161315,0.791695699,0.424938819,0.31769306,0.757382328,0.1485826,0.615963466,0.250244379,0.500404054,-1.0,-1.0,
268,left,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/left/IMG_1177.jpeg,coffee,annotator2,4,Site0,-1,0.706848296,0.248722574,0.831763629,0.433117669,0.335288368,0.774617568,0.1485826,0.631488788,0.272727273,0.521124428,-1.0,-1.0,
269,right,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/right/IMG_1184.jpeg,doll,annotator2,6,Site0,-1,0.219643365,0.221054947,0.32581118,0.400762273,0.769305963,0.552739775,0.866080156,0.747405288,0.602150538,0.870035985,-1.0,-1.0,
270,right,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/right/IMG_1185.jpeg,doll,annotator2,16,Site0,-1,0.21514692,0.258316104,0.330307625,0.411201825,0.769305963,0.569959192,0.853372434,0.75365572,0.602150538,0.882414968,-1.0,-1.0,
271,right,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/right/IMG_1186.jpeg,remote,annotator2,10,Site0,-1,0.208304301,0.226042053,0.323465005,0.406418187,0.788856305,0.552936054,0.866080156,0.748326044,0.613880743,0.871413129,-1.0,-1.0,
272,right,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/right/IMG_1187.jpeg,remote,annotator2,10,Site0,-1,0.187786713,0.229105447,0.312702046,0.415729129,0.769305963,0.571120349,0.866080156,0.757865806,0.602150538,0.89487065,-1.0,-1.0,
273,right,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/right/IMG_1188.jpeg,coffee,annotator2,0,Site0,-1,0.197731551,0.205848213,0.347722994,0.417733325,0.788856305,0.561029297,0.866080156,0.74625108,0.632453568,0.886234363,-1.0,-1.0,
274,right,2,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/2/right/IMG_1189.jpeg,coffee,annotator2,18,Site0,-1,0.193765878,0.213900965,0.330183291,0.413773766,0.769305963,0.551922912,0.853372434,0.743573333,0.613880743,0.882034431,-1.0,-1.0,
275,front,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/front/coffee_1200.jpeg,coffee,annotator2,12,Site0,-1,0.385821273,0.293874683,0.491989088,0.436430043,0.810361681,0.663769383,0.39198436,0.788855931,0.078201369,0.663769383,-1.0,-1.0,
276,front,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/front/coffee_1201.jpeg,coffee,annotator2,5,Site0,-1,0.373504692,0.27681196,0.488665396,0.420598435,0.788856305,0.643747216,0.359726295,0.774114619,0.064516129,0.647177937,-1.0,-1.0,
277,front,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/front/doll_1197.jpeg,doll,annotator2,15,Site0,-1,0.394032551,0.267891956,0.509193256,0.417425047,0.788856305,0.64092946,0.359726295,0.767230799,0.042033236,0.649492263,-1.0,-1.0,
278,front,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/front/remote_1196.jpeg,remote,annotator2,19,Site0,-1,0.415643439,0.30586487,0.524728017,0.447740788,0.801564027,0.668605192,0.407624633,0.778775472,0.099706745,0.668605192,-1.0,-1.0,
279,front,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/front/remote_1198.jpeg,remote,annotator2,19,Site0,-1,0.395987585,0.316864587,0.51114829,0.464223962,0.788856305,0.672764612,0.359726295,0.804721689,0.070381232,0.691070797,-1.0,-1.0,
280,front,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/front/remote_1199.jpeg,remote,annotator2,15,Site0,-1,0.399860662,0.301528157,0.511185281,0.446167409,0.801564027,0.669575532,0.382209189,0.799096799,0.078201369,0.669575532,-1.0,-1.0,
281,left,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/left/coffee_1195.jpeg,coffee,annotator2,17,Site0,-1,0.681178231,0.191134535,0.771412189,0.370787131,0.335288368,0.79190934,0.1485826,0.552723713,0.386119257,0.431844956,-1.0,-1.0,
282,left,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/left/doll_1190.jpeg,doll,annotator2,3,Site0,-1,0.693379592,0.217612964,0.835457163,0.409706334,0.359726295,0.816482819,0.1485826,0.568874098,0.373411535,0.450562764,-1.0,-1.0,
283,left,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/left/doll_1191.jpeg,doll,annotator2,2,Site0,-1,0.704584184,0.222092061,0.843802913,0.403607123,0.359726295,0.806824819,0.188660802,0.569173507,0.39198436,0.459684152,-1.0,-1.0,
284,left,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/left/remote_1192.jpeg,remote,annotator2,18,Site0,-1,0.71172561,0.203687943,0.826886315,0.387791911,0.359726295,0.817591469,0.188660802,0.571600843,0.405669599,0.44860553,-1.0,-1.0,
285,left,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/left/remote_1193.jpeg,remote,annotator2,13,Site0,-1,0.71172561,0.236082522,0.826886315,0.418606685,0.359726295,0.834664482,0.188660802,0.596742568,0.407624633,0.471764131,-1.0,-1.0,
286,left,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/left/remote_1194.jpeg,remote,annotator2,5,Site0,-1,0.706838025,0.194072683,0.82199873,0.378147374,0.359726295,0.817540963,0.1485826,0.554021492,0.399804497,0.43016734,-1.0,-1.0,
287,right,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/right/IMG_1202.jpeg,doll,annotator2,18,Site0,-1,0.226877126,0.209093735,0.34203783,0.382330116,0.764418377,0.448598485,0.884652981,0.673535031,0.407624633,0.897592919,-1.0,-1.0,
288,right,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/right/IMG_1203.jpeg,doll,annotator2,12,Site0,-1,0.219643365,0.226645034,0.32581118,0.380905445,0.744868035,0.44794037,0.853372434,0.658848616,0.405669599,0.896454108,-1.0,-1.0,
289,right,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/right/IMG_1204.jpeg,remote,annotator2,7,Site0,-1,0.21514692,0.208363907,0.330307625,0.398456876,0.749755621,0.46856443,0.866080156,0.664684851,0.405669599,0.904908908,-1.0,-1.0,
290,right,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/right/IMG_1205.jpeg,remote,annotator2,12,Site0,-1,0.203426986,0.202671195,0.32834232,0.386391169,0.749755621,0.468783649,0.866080156,0.666331901,0.403714565,0.881584948,-1.0,-1.0,
291,right,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/right/IMG_1206.jpeg,coffee,annotator2,0,Site0,-1,0.169445506,0.183920064,0.331043252,0.403939283,0.749755621,0.470308147,0.866080156,0.677707959,0.405669599,0.901061603,-1.0,-1.0,
292,right,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/right/IMG_1207.jpeg,coffee,annotator2,7,Site0,-1,0.164844276,0.167584021,0.320004209,0.390836232,0.769305963,0.447388156,0.890518084,0.671325747,0.405669599,0.888068555,-1.0,-1.0,
293,front,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/front/IMG_1214.jpeg,doll,annotator2,10,Site0,-1,0.40007051,0.14892099,0.557264857,0.37111811,0.8,0.782013685,0.446451532,0.890518084,0.152152633,0.744868035,-1.0,-1.0,
294,front,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/front/IMG_1215.jpeg,doll,annotator2,15,Site0,-1,0.445322794,0.169608054,0.599013914,0.375846491,0.78728377,0.744868035,0.4470674,0.890518084,0.211811399,0.721407625,-1.0,-1.0,
295,front,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/front/IMG_1216.jpeg,remote,annotator2,9,Site0,-1,0.44104495,0.224776886,0.58616889,0.398879028,0.8,0.74,0.448644851,0.890518084,0.220399745,0.721407625,-1.0,-1.0,
296,front,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/front/IMG_1217.jpeg,remote,annotator2,19,Site0,-1,0.446326576,0.154945298,0.598895609,0.361183735,0.7930213,0.744868035,0.500461451,0.866080156,0.206055799,0.716520039,-1.0,-1.0,
297,front,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/front/IMG_1218.jpeg,soccer,annotator2,7,Site0,-1,0.423337009,0.142116434,0.577571018,0.358372325,0.788298555,0.744868035,0.446880424,0.890518084,0.210793418,0.716520039,-1.0,-1.0,
298,front,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/front/IMG_1219.jpeg,soccer,annotator2,8,Site0,-1,0.416405947,0.123505545,0.56800452,0.345702666,0.791157452,0.744868035,0.443602572,0.866080156,0.207925516,0.703812317,-1.0,-1.0,
299,left,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/left/doll_1208.jpeg,doll,annotator2,6,Site0,-1,0.730739817,0.269539525,0.862613067,0.465046434,0.188660802,0.732729523,0.109481916,0.640582808,0.225806452,0.534259676,-1.0,-1.0,
300,left,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/left/doll_1209.jpeg,doll,annotator2,2,Site0,-1,0.730525242,0.270654263,0.872602813,0.467490704,0.265884653,0.720450605,0.109481916,0.64957816,0.225806452,0.53245212,-1.0,-1.0,
301,left,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/left/remote_1210.jpeg,remote,annotator2,12,Site0,-1,0.739106361,0.271147821,0.864021694,0.464527751,0.272727273,0.722529539,0.109481916,0.657766289,0.250244379,0.532758156,-1.0,-1.0,
302,left,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/left/remote_1212.jpeg,remote,annotator2,1,Site0,-1,0.720647599,0.291752266,0.857065011,0.475830039,0.284457478,0.723104791,0.109481916,0.654270282,0.250244379,0.535227072,-1.0,-1.0,
303,left,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/left/soccer_1213.jpeg,soccer,annotator2,8,Site0,-1,0.71172561,0.301783915,0.826886315,0.476994348,0.265884653,0.745502172,0.105571848,0.674587887,0.211143695,0.555112732,-1.0,-1.0,
304,right,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/right/IMG_1220.jpeg,doll,annotator2,1,Site0,-1,0.233571065,0.337408934,0.329478788,0.482097806,0.788856305,0.60148065,0.866080156,0.706331506,0.749755621,0.77073989,-1.0,-1.0,
305,right,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/right/IMG_1221.jpeg,doll,annotator2,15,Site0,-1,0.173113685,0.321070771,0.28827439,0.482086725,0.769305963,0.614472787,0.866080156,0.715850901,0.744868035,0.76907441,-1.0,-1.0,
306,right,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/right/IMG_1222.jpeg,remote,annotator2,2,Site0,-1,0.160405962,0.312194186,0.275566667,0.486893702,0.769305963,0.61296096,0.832844575,0.708831885,0.744868035,0.783861304,-1.0,-1.0,
307,right,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/right/IMG_1223.jpeg,remote,annotator2,19,Site0,-1,0.160779083,0.314062117,0.279103615,0.485144889,0.769305963,0.612893986,0.832844575,0.708708071,0.744868035,0.783693006,-1.0,-1.0,
