Stimulus_ID,Angle,Proximity,n_candidates,Candidates,Actor,path,label,annotator,list_id,Site,HeadTarget,face_x_min,face_y_min,face_x_max,face_y_max,option1_x,option1_y,option2_x,option2_y,option3_x,option3_y,option4_x,option4_y
277,front,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/front/doll_1197.jpeg,doll,annotator2,15,Site0,-1,0.394032551,0.267891956,0.509193256,0.417425047,0.788856305,0.64092946,0.359726295,0.767230799,0.042033236,0.649492263,-1.0,-1.0
278,front,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/front/remote_1196.jpeg,remote,annotator2,19,Site0,-1,0.415643439,0.30586487,0.524728017,0.447740788,0.801564027,0.668605192,0.407624633,0.778775472,0.099706745,0.668605192,-1.0,-1.0
279,front,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/front/remote_1198.jpeg,remote,annotator2,19,Site0,-1,0.395987585,0.316864587,0.51114829,0.464223962,0.788856305,0.672764612,0.359726295,0.804721689,0.070381232,0.691070797,-1.0,-1.0
280,front,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/front/remote_1199.jpeg,remote,annotator2,15,Site0,-1,0.399860662,0.301528157,0.511185281,0.446167409,0.801564027,0.669575532,0.382209189,0.799096799,0.078201369,0.669575532,-1.0,-1.0
281,left,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/left/coffee_1195.jpeg,coffee,annotator2,17,Site0,-1,0.681178231,0.191134535,0.771412189,0.370787131,0.335288368,0.79190934,0.1485826,0.552723713,0.386119257,0.431844956,-1.0,-1.0
282,left,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/left/doll_1190.jpeg,doll,annotator2,3,Site0,-1,0.693379592,0.217612964,0.835457163,0.409706334,0.359726295,0.816482819,0.1485826,0.568874098,0.373411535,0.450562764,-1.0,-1.0
283,left,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/left/doll_1191.jpeg,doll,annotator2,2,Site0,-1,0.704584184,0.222092061,0.843802913,0.403607123,0.359726295,0.806824819,0.188660802,0.569173507,0.39198436,0.459684152,-1.0,-1.0
284,left,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/left/remote_1192.jpeg,remote,annotator2,18,Site0,-1,0.71172561,0.203687943,0.826886315,0.387791911,0.359726295,0.817591469,0.188660802,0.571600843,0.405669599,0.44860553,-1.0,-1.0
285,left,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/left/remote_1193.jpeg,remote,annotator2,13,Site0,-1,0.71172561,0.236082522,0.826886315,0.418606685,0.359726295,0.834664482,0.188660802,0.596742568,0.407624633,0.471764131,-1.0,-1.0
286,left,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/left/remote_1194.jpeg,remote,annotator2,5,Site0,-1,0.706838025,0.194072683,0.82199873,0.378147374,0.359726295,0.817540963,0.1485826,0.554021492,0.399804497,0.43016734,-1.0,-1.0
287,right,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/right/IMG_1202.jpeg,doll,annotator2,18,Site0,-1,0.226877126,0.209093735,0.34203783,0.382330116,0.764418377,0.448598485,0.884652981,0.673535031,0.407624633,0.897592919,-1.0,-1.0
288,right,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/right/IMG_1203.jpeg,doll,annotator2,12,Site0,-1,0.219643365,0.226645034,0.32581118,0.380905445,0.744868035,0.44794037,0.853372434,0.658848616,0.405669599,0.896454108,-1.0,-1.0
289,right,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/right/IMG_1204.jpeg,remote,annotator2,7,Site0,-1,0.21514692,0.208363907,0.330307625,0.398456876,0.749755621,0.46856443,0.866080156,0.664684851,0.405669599,0.904908908,-1.0,-1.0
290,right,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/right/IMG_1205.jpeg,remote,annotator2,12,Site0,-1,0.203426986,0.202671195,0.32834232,0.386391169,0.749755621,0.468783649,0.866080156,0.666331901,0.403714565,0.881584948,-1.0,-1.0
291,right,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/right/IMG_1206.jpeg,coffee,annotator2,0,Site0,-1,0.169445506,0.183920064,0.331043252,0.403939283,0.749755621,0.470308147,0.866080156,0.677707959,0.405669599,0.901061603,-1.0,-1.0
292,right,3,3,doll+remote+coffee,X,./stimuli/A_cropped/doll_remote_coffee_X/3/right/IMG_1207.jpeg,coffee,annotator2,7,Site0,-1,0.164844276,0.167584021,0.320004209,0.390836232,0.769305963,0.447388156,0.890518084,0.671325747,0.405669599,0.888068555,-1.0,-1.0
293,front,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/front/IMG_1214.jpeg,doll,annotator2,10,Site0,-1,0.40007051,0.14892099,0.557264857,0.37111811,0.8,0.782013685,0.446451532,0.890518084,0.152152633,0.744868035,-1.0,-1.0
294,front,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/front/IMG_1215.jpeg,doll,annotator2,15,Site0,-1,0.445322794,0.169608054,0.599013914,0.375846491,0.78728377,0.744868035,0.4470674,0.890518084,0.211811399,0.721407625,-1.0,-1.0
295,front,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/front/IMG_1216.jpeg,remote,annotator2,9,Site0,-1,0.44104495,0.224776886,0.58616889,0.398879028,0.8,0.74,0.448644851,0.890518084,0.220399745,0.721407625,-1.0,-1.0
296,front,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/front/IMG_1217.jpeg,remote,annotator2,19,Site0,-1,0.446326576,0.154945298,0.598895609,0.361183735,0.7930213,0.744868035,0.500461451,0.866080156,0.206055799,0.716520039,-1.0,-1.0
297,front,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/front/IMG_1218.jpeg,soccer,annotator2,7,Site0,-1,0.423337009,0.142116434,0.577571018,0.358372325,0.788298555,0.744868035,0.446880424,0.890518084,0.210793418,0.716520039,-1.0,-1.0
298,front,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/front/IMG_1219.jpeg,soccer,annotator2,8,Site0,-1,0.416405947,0.123505545,0.56800452,0.345702666,0.791157452,0.744868035,0.443602572,0.866080156,0.207925516,0.703812317,-1.0,-1.0
299,left,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/left/doll_1208.jpeg,doll,annotator2,6,Site0,-1,0.730739817,0.269539525,0.862613067,0.465046434,0.188660802,0.732729523,0.109481916,0.640582808,0.225806452,0.534259676,-1.0,-1.0
300,left,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/left/doll_1209.jpeg,doll,annotator2,2,Site0,-1,0.730525242,0.270654263,0.872602813,0.467490704,0.265884653,0.720450605,0.109481916,0.64957816,0.225806452,0.53245212,-1.0,-1.0
301,left,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/left/remote_1210.jpeg,remote,annotator2,12,Site0,-1,0.739106361,0.271147821,0.864021694,0.464527751,0.272727273,0.722529539,0.109481916,0.657766289,0.250244379,0.532758156,-1.0,-1.0
302,left,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/left/remote_1212.jpeg,remote,annotator2,1,Site0,-1,0.720647599,0.291752266,0.857065011,0.475830039,0.284457478,0.723104791,0.109481916,0.654270282,0.250244379,0.535227072,-1.0,-1.0
303,left,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/left/soccer_1213.jpeg,soccer,annotator2,8,Site0,-1,0.71172561,0.301783915,0.826886315,0.476994348,0.265884653,0.745502172,0.105571848,0.674587887,0.211143695,0.555112732,-1.0,-1.0
304,right,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/right/IMG_1220.jpeg,doll,annotator2,1,Site0,-1,0.233571065,0.337408934,0.329478788,0.482097806,0.788856305,0.60148065,0.866080156,0.706331506,0.749755621,0.77073989,-1.0,-1.0
305,right,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/right/IMG_1221.jpeg,doll,annotator2,15,Site0,-1,0.173113685,0.321070771,0.28827439,0.482086725,0.769305963,0.614472787,0.866080156,0.715850901,0.744868035,0.76907441,-1.0,-1.0
306,right,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/right/IMG_1222.jpeg,remote,annotator2,2,Site0,-1,0.160405962,0.312194186,0.275566667,0.486893702,0.769305963,0.61296096,0.832844575,0.708831885,0.744868035,0.783861304,-1.0,-1.0
307,right,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/right/IMG_1223.jpeg,remote,annotator2,19,Site0,-1,0.160779083,0.314062117,0.279103615,0.485144889,0.769305963,0.612893986,0.832844575,0.708708071,0.744868035,0.783693006,-1.0,-1.0
308,right,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/right/IMG_1224.jpeg,soccer,annotator2,5,Site0,-1,0.163348785,0.289216941,0.288264118,0.495527808,0.769305963,0.612614233,0.832844575,0.708190889,0.744868035,0.782990011,-1.0,-1.0
309,right,1,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/1/right/IMG_1225.jpeg,soccer,annotator2,13,Site0,-1,0.173113685,0.31143908,0.28827439,0.505207127,0.769305963,0.612418275,0.866080156,0.728569999,0.744868035,0.799920344,-1.0,-1.0
310,front,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/front/IMG_1232.jpeg,doll,annotator2,3,Site0,-1,0.416695383,0.184158608,0.566686826,0.395183612,0.721407625,0.711282763,0.442815249,0.857225258,0.1485826,0.699836292,-1.0,-1.0
311,front,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/front/IMG_1233.jpeg,doll,annotator2,13,Site0,-1,0.386740659,0.191335501,0.541900592,0.410362535,0.8,0.780902698,0.42228739,0.879765238,0.109481916,0.720064212,-1.0,-1.0
312,front,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/front/IMG_1234.jpeg,remote,annotator2,11,Site0,-1,0.416695383,0.194725872,0.566686826,0.396941731,0.716520039,0.701497359,0.442815249,0.85540042,0.1485826,0.690822002,-1.0,-1.0
313,front,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/front/IMG_1235.jpeg,remote,annotator2,2,Site0,-1,0.409852763,0.183371382,0.559844206,0.387169565,0.716520039,0.703074062,0.442815249,0.858181403,0.11827957,0.6878323,-1.0,-1.0
314,front,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/front/IMG_1236.jpeg,soccer,annotator2,7,Site0,-1,0.388695694,0.166030267,0.543855626,0.371673202,0.721407625,0.689532531,0.442815249,0.838806362,0.109481916,0.658773075,-1.0,-1.0
315,front,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/front/IMG_1237.jpeg,soccer,annotator2,17,Site0,-1,0.391279938,0.17242651,0.541271381,0.37196878,0.709677419,0.667230631,0.442815249,0.828755229,0.1485826,0.654062864,-1.0,-1.0
316,left,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/left/IMG_1226.jpeg,doll,annotator2,12,Site0,-1,0.728467736,0.252113171,0.864885148,0.450654423,0.188660802,0.722359939,0.109481916,0.587664748,0.302052786,0.468019298,-1.0,-1.0
317,left,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/left/IMG_1227.jpeg,doll,annotator2,11,Site0,-1,0.706848296,0.325565321,0.831763629,0.51370836,0.188660802,0.783427144,0.1485826,0.639949502,0.284457478,0.534105341,-1.0,-1.0
318,left,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/left/IMG_1228.jpeg,remote,annotator2,16,Site0,-1,0.712311987,0.274644004,0.818479802,0.457660182,0.188660802,0.725367843,0.11827957,0.603341261,0.284457478,0.500381333,-1.0,-1.0
319,left,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/left/IMG_1229.jpeg,remote,annotator2,13,Site0,-1,0.706848296,0.282220796,0.831763629,0.465550918,0.188660802,0.735121321,0.109481916,0.614179051,0.284457478,0.500397836,-1.0,-1.0
320,left,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/left/IMG_1230.jpeg,soccer,annotator2,0,Site0,-1,0.711735882,0.281058448,0.836651215,0.458870553,0.188660802,0.728044451,0.11827957,0.610742399,0.302052786,0.500385862,-1.0,-1.0
321,left,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/left/IMG_1231.jpeg,soccer,annotator2,7,Site0,-1,0.71172561,0.264840993,0.826886315,0.439437674,0.188660802,0.726975724,0.1485826,0.580267219,0.302052786,0.45506572,-1.0,-1.0
322,right,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/right/IMG_1238.jpeg,doll,annotator2,12,Site0,-1,0.225508468,0.252276041,0.331676283,0.420670286,0.769305963,0.565491092,0.866080156,0.737455431,0.632453568,0.800937594,-1.0,-1.0
323,right,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/right/IMG_1239.jpeg,doll,annotator2,6,Site0,-1,0.208304301,0.286231751,0.323465005,0.438189523,0.744868035,0.589157823,0.853372434,0.752116142,0.608993157,0.81951775,-1.0,-1.0
324,right,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/right/IMG_1240.jpeg,remote,annotator2,4,Site0,-1,0.159655251,0.221957626,0.301732823,0.432631208,0.769305963,0.569167101,0.866080156,0.750783783,0.602150538,0.817829194,-1.0,-1.0
325,right,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/right/IMG_1241.jpeg,remote,annotator2,16,Site0,-1,0.192664027,0.245488929,0.307824732,0.41849682,0.769305963,0.559029531,0.853372434,0.738182092,0.608993157,0.809182647,-1.0,-1.0
326,right,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/right/IMG_1242.jpeg,soccer,annotator2,2,Site0,-1,0.175248658,0.2299872,0.325240101,0.424283156,0.769305963,0.557891498,0.866080156,0.739257868,0.629521017,0.803221901,-1.0,-1.0
327,right,2,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/2/right/IMG_1243.jpeg,soccer,annotator2,1,Site0,-1,0.175248658,0.21087532,0.325240101,0.423674765,0.769305963,0.550964104,0.866080156,0.739075511,0.629521017,0.810342388,-1.0,-1.0
328,front,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/front/IMG_1250.jpeg,doll,annotator2,11,Site0,-1,0.422380547,0.275140397,0.537541252,0.433648111,0.810361681,0.632747057,0.442815249,0.802179198,0.078201369,0.644092959,-1.0,-1.0
329,front,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/front/IMG_1251.jpeg,doll,annotator2,17,Site0,-1,0.428245649,0.27676188,0.543406354,0.425136462,0.810361681,0.628542607,0.442815249,0.788213765,0.105571848,0.628542607,-1.0,-1.0
330,front,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/front/IMG_1252.jpeg,remote,annotator2,5,Site0,-1,0.424335581,0.261958196,0.539496286,0.423885786,0.810361681,0.625021272,0.440860215,0.784592583,0.109481916,0.625021272,-1.0,-1.0
331,front,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/front/IMG_1253.jpeg,remote,annotator2,6,Site0,-1,0.432742095,0.276860854,0.538909909,0.425647368,0.810361681,0.624605745,0.458455523,0.765896589,0.109481916,0.624605745,-1.0,-1.0
332,front,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/front/IMG_1254.jpeg,soccer,annotator2,1,Site0,-1,0.395987585,0.260786698,0.51114829,0.423511198,0.810361681,0.625636552,0.442815249,0.785993176,0.099706745,0.625636552,-1.0,-1.0
333,front,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/front/IMG_1255.jpeg,soccer,annotator2,2,Site0,-1,0.404785239,0.273010533,0.519945944,0.419246036,0.810361681,0.622469325,0.440860215,0.778783448,0.109481916,0.622469325,-1.0,-1.0
334,left,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/left/IMG_1244.jpeg,doll,annotator2,11,Site0,-1,0.720647599,0.261384914,0.857065011,0.446659896,0.500488759,0.813180418,0.1485826,0.590532099,0.335288368,0.44758668,-1.0,-1.0
335,left,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/left/IMG_1245.jpeg,doll,annotator2,12,Site0,-1,0.689422656,0.252202907,0.839414099,0.439860604,0.42228739,0.809174839,0.109481916,0.586271751,0.31769306,0.434367424,-1.0,-1.0
336,left,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/left/IMG_1246.jpeg,remote,annotator2,13,Site0,-1,0.71172561,0.20675367,0.826886315,0.388952847,0.4,0.8,0.109481916,0.553471074,0.335288368,0.395231474,-1.0,-1.0
337,left,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/left/IMG_1247.jpeg,remote,annotator2,15,Site0,-1,0.716623467,0.219810135,0.841538801,0.39665209,0.500488759,0.770490245,0.1485826,0.556294924,0.335288368,0.406175127,-1.0,-1.0
338,left,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/left/IMG_1248.jpeg,soccer,annotator2,0,Site0,-1,0.701950439,0.23038142,0.817111144,0.391226496,0.500488759,0.802984593,0.109481916,0.568182822,0.335288368,0.407433917,-1.0,-1.0
339,left,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/left/IMG_1249.jpeg,soccer,annotator2,0,Site0,-1,0.714812094,0.236371513,0.81402466,0.396868604,0.500488759,0.802329093,0.1485826,0.56803531,0.359726295,0.413040961,-1.0,-1.0
340,right,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/right/IMG_1256.jpeg,doll,annotator2,14,Site0,-1,0.213297398,0.213985602,0.322381976,0.36476446,0.671554252,0.44700404,0.866080156,0.726931418,0.407624633,0.839264735,-1.0,-1.0
341,right,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/right/IMG_1257.jpeg,doll,annotator2,9,Site0,-1,0.195573703,0.145986653,0.361611048,0.377480717,0.671554252,0.46036666,0.853372434,0.733603569,0.42228739,0.849239667,-1.0,-1.0
342,right,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/right/IMG_1258.jpeg,remote,annotator2,16,Site0,-1,0.190071414,0.206650581,0.314072647,0.395499957,0.670298859,0.470185728,0.850786539,0.744868035,0.408300614,0.866080156,-1.0,-1.0
343,right,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/right/IMG_1259.jpeg,remote,annotator2,16,Site0,-1,0.187786713,0.204321779,0.312702046,0.368096244,0.671554252,0.446207429,0.866080156,0.730342549,0.405669599,0.844364409,-1.0,-1.0
344,right,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/right/IMG_1260.jpeg,soccer,annotator2,6,Site0,-1,0.167428521,0.19210358,0.317419964,0.375457698,0.693059629,0.445596419,0.88856305,0.737608803,0.440860215,0.848275917,-1.0,-1.0
345,right,3,3,doll+remote+soccer,X,./stimuli/A_cropped/doll_remote_soccer_X/3/right/IMG_1261.jpeg,soccer,annotator2,10,Site0,-1,0.175248658,0.20069142,0.325240101,0.372738149,0.721407625,0.447903194,0.866080156,0.723081196,0.440860215,0.833508614,-1.0,-1.0
346,front,1,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/1/front/pen_0037.JPG,pen,annotator2,11,Site0,-1,0.432989225,0.233694793,0.58465221,0.442747044,0.647431991,0.866080156,0.379450196,0.853372434,-1.0,-1.0,-1.0,-1.0
347,front,1,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/1/front/pen_0038.JPG,pen,annotator2,19,Site0,-1,0.39615156,0.182595833,0.560448424,0.407824499,0.620014329,0.890518084,0.372899954,0.866080156,-1.0,-1.0,-1.0,-1.0
348,front,1,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/1/front/remote_0039.JPG,remote,annotator2,0,Site0,-1,0.396028611,0.195841811,0.555846844,0.418038932,0.613211019,0.900293255,0.367065807,0.866080156,-1.0,-1.0,-1.0,-1.0
349,front,1,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/1/front/remote_0040.JPG,remote,annotator2,4,Site0,-1,0.364049608,0.179501963,0.533826019,0.410918369,0.618272244,0.890518084,0.352923446,0.866080156,-1.0,-1.0,-1.0,-1.0
350,left,1,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/1/left/pen_0033.JPG,pen,annotator2,11,Site0,-1,0.730540325,0.224467557,0.892138072,0.447407694,0.109481916,0.722450488,0.11827957,0.640213709,-1.0,-1.0,-1.0,-1.0
351,left,1,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/1/left/pen_0034.JPG,pen,annotator2,8,Site0,-1,0.720703203,0.1664504,0.870694646,0.365053008,0.165200391,0.616885606,0.188660802,0.541506317,-1.0,-1.0,-1.0,-1.0
352,left,1,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/1/left/remote_0035.JPG,remote,annotator2,14,Site0,-1,0.710974899,0.220802426,0.853052471,0.432985095,0.1485826,0.706983833,0.1485826,0.618571577,-1.0,-1.0,-1.0,-1.0
353,left,1,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/1/left/remote_0036.JPG,remote,annotator2,12,Site0,-1,0.713860584,0.216666557,0.863852026,0.431992376,0.11827957,0.714242584,0.1485826,0.627874732,-1.0,-1.0,-1.0,-1.0
354,right,1,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/1/right/pen_0041.JPG,pen,annotator2,17,Site0,-1,0.101004225,0.277990568,0.243081797,0.491532385,0.884652981,0.690877709,0.853372434,0.762957403,-1.0,-1.0,-1.0,-1.0
355,right,1,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/1/right/pen_0042.JPG,pen,annotator2,18,Site0,-1,0.084401518,0.264144263,0.245999264,0.455693125,0.884652981,0.658370854,0.853372434,0.729035014,-1.0,-1.0,-1.0,-1.0
356,right,1,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/1/right/remote_0043.JPG,remote,annotator2,1,Site0,-1,0.0842086,0.28628211,0.255967353,0.466668679,0.900293255,0.672590129,0.853372434,0.748340409,-1.0,-1.0,-1.0,-1.0
357,right,1,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/1/right/remote_0044.JPG,remote,annotator2,9,Site0,-1,0.083804258,0.254980944,0.260281763,0.473445155,0.900293255,0.682526672,0.866080156,0.769559257,-1.0,-1.0,-1.0,-1.0
358,front,2,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/2/front/pen_0049.JPG,pen,annotator2,7,Site0,-1,0.406741081,0.21520532,0.562955889,0.429118303,0.902248289,0.85077357,0.1485826,0.8338366,-1.0,-1.0,-1.0,-1.0
359,front,2,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/2/front/pen_0050.JPG,pen,annotator2,6,Site0,-1,0.413824783,0.207580631,0.575422529,0.42450469,0.928641251,0.870174596,0.11827957,0.847575415,-1.0,-1.0,-1.0,-1.0
360,front,2,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/2/front/remote_0051.JPG,remote,annotator2,11,Site0,-1,0.389386855,0.226060133,0.550984601,0.445560857,0.923753666,0.8745716,0.1485826,0.865424553,-1.0,-1.0,-1.0,-1.0
361,front,2,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/2/front/remote_0052.JPG,remote,annotator2,14,Site0,-1,0.393296924,0.216997774,0.55489467,0.438631095,0.921798631,0.872421411,0.1485826,0.844802673,-1.0,-1.0,-1.0,-1.0
362,left,2,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/2/left/pen_0045.JPG,pen,annotator2,7,Site0,-1,0.68850709,0.238261583,0.850104836,0.458589451,0.188660802,0.875888464,0.1485826,0.566237643,-1.0,-1.0,-1.0,-1.0
363,left,2,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/2/left/pen_0046.JPG,pen,annotator2,13,Site0,-1,0.679255237,0.209494244,0.859356689,0.427495259,0.188660802,0.854779949,0.109481916,0.55328197,-1.0,-1.0,-1.0,-1.0
364,left,2,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/2/left/remote_0047.JPG,remote,annotator2,7,Site0,-1,0.641571185,0.221034558,0.783648756,0.439751088,0.188660802,0.893400542,0.105571848,0.571807714,-1.0,-1.0,-1.0,-1.0
365,left,2,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/2/left/remote_0048.JPG,remote,annotator2,17,Site0,-1,0.678716835,0.207019029,0.820794407,0.429011633,0.188660802,0.88587904,0.11827957,0.567517654,-1.0,-1.0,-1.0,-1.0
366,right,2,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/2/right/pen_0053.JPG,pen,annotator2,9,Site0,-1,0.184307754,0.233839152,0.316181004,0.44193181,0.866080156,0.539286805,0.810361681,0.860806408,-1.0,-1.0,-1.0,-1.0
367,right,2,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/2/right/pen_0054.JPG,pen,annotator2,17,Site0,-1,0.149895164,0.260776099,0.31149291,0.440402798,0.866080156,0.538571864,0.832844575,0.854240448,-1.0,-1.0,-1.0,-1.0
368,right,2,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/2/right/remote_0055.JPG,remote,annotator2,7,Site0,-1,0.126795349,0.242941564,0.324817554,0.455917575,0.866080156,0.537320876,0.832844575,0.842751493,-1.0,-1.0,-1.0,-1.0
369,right,2,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/2/right/remote_0056.JPG,remote,annotator2,0,Site0,-1,0.159655251,0.230043729,0.301732823,0.455193082,0.866080156,0.535509496,0.832844575,0.850272686,-1.0,-1.0,-1.0,-1.0
370,front,3,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/3/front/pen_0061.JPG,pen,annotator2,10,Site0,-1,0.430163693,0.414355778,0.541488311,0.548687402,0.900293255,0.79678589,0.109481916,0.789997903,-1.0,-1.0,-1.0,-1.0
371,front,3,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/3/front/pen_0062.JPG,pen,annotator2,16,Site0,-1,0.442908406,0.403533265,0.558069111,0.538346028,0.921798631,0.795048062,0.109481916,0.780005055,-1.0,-1.0,-1.0,-1.0
372,front,3,2,pen+remote,X,./stimuli/A_cropped/pen_remote_X/3/front/remote_0063.JPG,remote,annotator2,13,Site0,-1,0.409778336,0.328927715,0.518862915,0.499759959,0.900293255,0.744433442,0.11827957,0.729510765,-1.0,-1.0,-1.0,-1.0
